orig_met,without_compartment,new_met,new_met_out,compartment,conversion_successful,conversion_type,encoding_issues_fixed,database_sources
C00559__91__c__93__,C00559,MNXM625,MNXM625[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
C00147__91__c__93__,C00147,MNXM168,MNXM168[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
Cluster4482__91__c__93__,Cluster4482,Cluster4482,Cluster4482[c],c,FALSE,Unchanged,TRUE,None
C00009__91__m__93__,C00009,MNXM9,MNXM9[m],m,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
C00559__91__m__93__,C00559,MNXM625,MNXM625[m],m,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
C00147__91__m__93__,C00147,MNXM168,MNXM168[m],m,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
Cluster4482__91__m__93__,Cluster4482,Cluster4482,Cluster4482[m],m,FALSE,Unchanged,TRUE,None
C00330__91__c__93__,C00330,MNXM647,MNXM647[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
C00242__91__c__93__,C00242,MNXM733114,MNXM733114[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
C00330__91__m__93__,C00330,MNXM647,MNXM647[m],m,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
C00242__91__m__93__,C00242,MNXM733114,MNXM733114[m],m,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
C05512__91__c__93__,C05512,MNXM935,MNXM935[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
C00262__91__c__93__,C00262,MNXM732487,MNXM732487[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
C05512__91__m__93__,C05512,MNXM935,MNXM935[m],m,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
